EventTemplate,Occurrences
"IOPMPowerSource Information: onSleep, SleepType: Normal Sleep, ExternalConnected: Yes, TimeRemaining: <*>",7
"setting hostname to ""<*>"".</s>",7
CCIOReporterFormatter <*> addRegistryChildToChannelDictionary streams <*>,7
AirPort: Link Down on <*> Reason <*>.,7
nw_nat64_post_new_ifstate successfully changed NAT64 ifstate from <*> to <*>,7
"Setting BTCoex Config: <*>, <*> terminating",7
DNS! Proxy SMB,7
Captive: <*> en0: Authenticated,7
Scanning mode Contacts Only,7
"ARPT: <*> <*>: setup_keepalive: interval <*>, retry_interval <*>, retry_count <*>",7
AppleThunderboltNHIType2::waitForOk2Go2Sx - intel_rp = <*> dlla_reporting_supported = <*>,6
"ARPT: <*> <*>: setup_keepalive: Local port: <*>, Remote port: <*>",6
"channel changed to <*>,+<*>",6
QQ(<*>) deny mach-lookup com.apple.networking.captivenetworksupport,6
"IOPMPowerSource Information: onSleep, SleepType: Normal Sleep, ExternalConnected: No, TimeRemaining: <*>",6
wlc_dump_aggfifo:,6
doSaveChannels <*> for block <*> terminating,6
AirPort: Link Down on <*> Reason <*> (Disassociated because station leaving).,5
RTC: Maintenance <*> for sleep <*> terminating,5
"SecOSStatusWith error:[-<*>] Error Domain=NSOSStatusErrorDomain Code=-<*> ""query missing class name"" (paramErr: error in user parameter list) UserInfo={NSDescription=query missing class name}",5
[com.apple.calendar.store.log.caldav.coredav] [Refusing to parse response to PROPPATCH because of content-type: <*>].,5
Wake reason: <*> (Alarm),5
itemasync_SetProperty signalled err=-<*> (kFigBaseObjectError_Invalidated) (invalidated) at <*> line <*>,5
ARPT: <*> AQM agg params <*> maxlen <*> hi/lo <*> minlen <*> adjlen <*>,5
sigio_handler: sigio_handler_active <*> != <*>,5
NC Disabled: <*>,5
mDNS_RegisterInterface: Frequent transitions for interface <*> terminating,4
"securityd_xpc_dictionary_handler cloudd[<*>] copy_matching Error Domain=NSOSStatusErrorDomain Code=-<*> ""query missing class name"" (paramErr: error in user parameter list) UserInfo={NSDescription=query missing class name}",4
Captive: CNPluginHandler <*> evaluating,4
Failed to read DnsConfig.,4
Saw change in network reachability (isReachable=<*>),4
Local IP: <*>,4
TBT W (<*>): 0x0040 [x],4
Captive: <*> en0: Inactive,4
BTLE scanner Powered Off,4
"ARPT: <*> <*>: <*> setup_keepalive: Seq: <*>, Ack: <*>, Win size: <*>",4
itemasync_CopyProperty signalled err=-<*> (kFigBaseObjectError_Invalidated) (invalidated) at <*> line <*>,4
"NETWORK: no response from server, reachability, <*>, queryRetries, <*>",4
Supported channels <*>,4
ARPT: <*> <*>: setup_keepalive: Remote IP: <*>,4
ASSERTION FAILED: <*> != ((void *)<*>) -[DriverServices getDeviceAddress:] line: <*>,4
CCFile::captureLog Received Capture notice id: <*> reason = <*>,4
Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid),4
CalendarAgent as bundle ID (this is expected for daemons without bundle ID,4
mDNS_DeregisterInterface: Frequent transitions for interface <*> terminating,3
Byte flume reports host available again.,3
"Roamed or switched channel, reason <*> bssid <*> last RSSI <*>",3
"ARPT: <*> <*> setup_keepalive: interval <*>, retry_interval <*>, retry_count <*>",3
MDNS: IPV4 Addr: <*>,3
Captive: [CNInfoNetworkActive:<*>] en0: SSID,3
<*>.11d country code set to <*>,3
"ARPT: <*> <*>: setup_keepalive: Seq: <*>, Ack: <*>, Win size: <*>",3
AppleMultitouchDevice::willTerminate entered,3
device_generate_desktop_screenshot: authw <*> shield <*>,3
network changed: DNS Proxy,3
"IOPMPowerSource Information: onWake, SleepType: Normal Sleep, ExternalConnected: Yes, TimeRemaining: <*>",3
KSHelperReceiveAllData() KSHelperTool read <*> bytes from stdin.,3
Sandbox: QQ(<*>) deny(<*>) mach-lookup com.apple.networking.captivenetworksupport,3
"IOPMrootDomain: idle cancel, state <*>",3
Opened file <*> size <*> extents <*> maxio <*> ssd <*>,3
ARPT: <*> <*>: <*> setup_keepalive: Remote IP: <*>,3
DNS- Proxy-,3
assertion failed: <*> com.apple.telemetry <*> + <*> [<*> 10D2E324-788C-30CC-A749-55AE67AEC7BC]: <*> <*>,3
Pollers <*> for block <*> terminating,3
Wake reason: <*> (Network),3
ARPT: <*> AQM agg results <*> len hi/lo: <*>,3
KSOutOfProcessFetcher <*> for URL <*> terminating,3
CGXDisplayDidWakeNotification [<*>]: posting kCGSDisplayDidWake,3
Peripheral manager is not powered on,3
"DB Error: <*> ""no such table: <*>""",3
[Adding <*> to failed operations.],3
"Service ""<*> tried to hijack endpoint ""<*>"" from owner: ""<*>",3
wl_update_tcpkeep_seq: Original Seq <*> Ack <*> Win size <*>,2
wl_update_tcpkeep_seq: Updated seq/ack/win from UserClient Seq <*> Ack <*> Win size <*>,2
ARPT: <*> len hi/lo: <*>,2
"CFPasteboardRef CFPasteboardCreate(CFAllocatorRef, CFStringRef) : failed to create global data",2
tcp_connection_destination_perform_socket_connect <*> connectx to <*> failed: [<*>] Network is down,2
CCXPCService::setStreamEventHandler Registered for notification callback.,2
hibernate_page_list_setall found pageCount <*>,2
AppleDeviceManagementHIDEventService::start Could not make a string from out connection notification key,2
Discoverable mode changed to Off,2
"KSUpdateEngine updating all installed products, except:<*>",2
device_generate_lock_screen_screenshot: authw <*> shield <*> dev <*>,2
Configuration Notice: <*> claims selected messages. Those messages may not appear in standard system log files or in the ASL database.,2
Wake reason: <*>,2
"ARPT: <*> <*>: <*> setup_keepalive: Local port: <*>, Remote port: <*>",2
BTLE scanning stopped,2
wake time set -<*> s,2
"ARPT: <*> <*> wl_update_tcpkeep_seq: Original Seq: <*>, Ack: <*>, Win size: <*>",2
Purged contact hashes,2
BTLE scanning started,2
ARPT: <*> Wake Reason: <*> Wake on TCP Timeout,2
hibernate_alloc_pages <*> act <*> inact <*> anon <*> throt <*> spec <*> wire <*> wireinit <*>,2
hibernate_teardown_pmap_structs done: last_valid_compact_indx <*>,2
Unexpected payload found for message <*> dataLen <*>,2
AirDrop server for user <*> on wake,2
"FigByteStreamStatsLogOneRead: ByteStream read of <*> bytes @ <*> took <*> sec. to complete, <*> reads >= <*> sec.",2
Byte flume reports host unavailable.,2
hibernate image path: <*>,2
hibernate_flush_memory: buffer_cache_gc freed up <*> wired pages,2
hibernate_machine_init reading,2
hibernate_setup <*> took <*> ms,2
INIT -- Host controller is published,2
BuildActDeviceEntry <*> exit,2
en0: <*> country code set to <*>,2
WARNING: hibernate_page_list_setall skipped <*> xpmapped pages,2
EventServiceConnectedCallback,2
BuildActDeviceEntry <*> enter,2
"NETWORK: requery, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>",2
IO80211AWDLPeerManager,2
[Accounts] for account <*> error: Error Domain=ABAddressBookErrorDomain Code=<*>,2
Class <*> is implemented in both <*> and <*> One of the two will be used. Which one is undefined.,2
BroadcomBluetoothHostControllerUSBTransport[start] -- Completed (matched on Device) -- <*>,2
"hibernate_newruntime_map time: <*> IOPolledFilePollersOpen(), ml_get_interrupts_enabled <*>",2
VoipWrapper <*> for block <*> terminating,2
IMMacNotificationCenterManager: for block <*> enabled: NO,2
"IOPMPowerSource Information: onWake, SleepType: Normal Sleep, ExternalConnected: No, TimeRemaining: <*>",2
IOHibernatePollerOpen <*>,2
bitmap_size <*> previewSize <*> writing <*> pages @ <*>,2
act <*> inact <*> purgeable <*> spec <*> cleaned <*>,2
AppleActuatorHIDEventDriver: stop,2
Unable to start NetBIOS name service: <*>,2
ChromeExistion main isUndetectWithCommand = <*>,2
Keystone finished: errors=<*>,2
KSOutOfProcessFetcher beginFetchWithDelegate:] KSOutOfProcessFetcher start fetch from URL: <*>,2
Page bounds <*>,2
Unrecognized <*> XSSimpleTypeDefinition: OneOff,2
Session <*> destroyed,2
ARPT: <*> <*>: AQM agg params <*> maxlen <*> hi/lo <*> minlen <*> adjlen <*>,2
EfiPageCount <*> <*>,2
BluetoothHIDDeviceController ERROR: Could not find the disconnected object,2
"network_reachability_changed : network is not reachable, netbiosd is shutting down",1
BTLE discovered device with hash <*>,1
CI46 - Hit by torpedo! QQ.<*> tc19060 <*>,1
Finished generating hashes,1
EventServiceDisconnectedCallback,1
PMStats: Hibernate read took <*> ms,1
"VDCAssistant: <*> Found a camera (<*>) , but was not able to start it up (<*> -- (os/kern) successful)",1
handle_will_sleep_auth_and_shield_windows: Reordering <*> (lock state: <*>),1
WARNING: Type1 font data isn,1
"wl_update_tcpkeep_seq: Original Seq: <*>, Ack: <*>, Win size: <*>",1
BluetoothController register service notification -- 0x7000,1
Close | close video chat. llFriendUIN = ******2341.,1
KSOutOfProcessFetcher <*> launchedHelperTaskForToolPath:error:,1
host connection <NSXPCConnection: 0x7fddbbb015c0> connection from pid <*> invalidated,1
Error in CoreDragRemoveReceiveHandler: -<*>,1
"PBRequester failed with Error Error Domain=NSURLErrorDomain Code=-<*> ""The request timed out."" UserInfo={NSUnderlyingError=0x7fe133460660 {Error Domain=kCFErrorDomainCFNetwork Code=-<*> ""The request timed out."" UserInfo={NSErrorFailingURLStringKey=https://gsp-ssl.ls.apple.com/dispatcher.arpc, NSErrorFailingURLKey=https://gsp-ssl.ls.apple.com/dispatcher.arpc",1
ARPT: <*> IPV6 Addr: <*>,1
"PBRequester failed with Error Error Domain=NSURLErrorDomain Code=-<*> ""The Internet connection appears to be offline."" UserInfo={NSUnderlyingError=0x7fe13512cf70 {Error Domain=kCFErrorDomainCFNetwork Code=-<*> ""The Internet connection appears to be offline."" UserInfo={NSErrorFailingURLStringKey=https://gsp-ssl.ls.apple.com/dispatcher.arpc, NSErrorFailingURLKey=https://gsp-ssl.ls.apple.com/",1
wake time set +<*> s,1
ARPT: <*> <*> setup_keepalive: interval <*> retry_interval <*> retry_count <*>,1
MTActuatorOpen() outside of MTTrackpadHIDManager.,1
mDNS_DeregisterInterface: Frequent transitions for interface <*> (<*>).,1
Wi-Fi will stay on,1
enabling pid=<*> for plug-in <*> terminating,1
Response passed CUP validation.,1
Internal name did not resolve to internal address!,1
Service <*> exited with abnormal code <*>,1
Central manager is not powered on,1
CI46 - Hit by torpedo! QQ.<*> tc20795 <*>,1
IMMacNotificationCenterManager: DND Enabled: YES,1
"FigByteStreamStatsLogOneRead: ByteStream read of <*> bytes @ <*> took <*> secs. to complete, <*> reads >= <*> sec.",1
DNS Proxy SMB,1
OneStats,1
ARPT: 0x8001 len hi/lo: 0x0 0x30 BAbitmap(<*>-<*>) <*> <*> <*> <*>,1
tcp_connection_destination_perform_socket_connect <*> connectx to <*> failed: [<*>] Network is unreachable,1
CI46 - Hit by torpedo! NeteaseMusic.<*> tc9008 <*>,1
IOBluetoothFamily <*> registerService() <*> 0x5fd0 <*> 0x9a00 <*> 0x6800,1
Connected to the transport successfully -- <*> -- <*> -- <*>,1
hciControllerOnline; HID devices? <*>,1
CI46 - Hit by torpedo! QQ.<*> tc21242 <*>,1
mDNS_DeregisterInterface: Frequent transitions for interface <*> (<*>),1
"IOPMPowerSource Information: onSleep, SleepType: Standby, ExternalConnected: No, TimeRemaining: <*>",1
AppleActuatorHIDEventDriver: message service is terminated,1
payload Data <*>,1
"hibernate_teardown: wired_pages <*>, free_pages <*>, active_pages <*>, inactive_pages <*>, speculative_pages <*>, cleaned_pages <*>, compressor_pages <*>",1
pages <*> wire <*> act <*> inact <*> cleaned <*> spec <*> zf <*> throt <*> compr <*> xpmapped <*>,1
IOBluetoothFamily <*> registerService() <*> 0x5fd0 <*> 0x9a00 <*> 0xc800,1
hibernate_rebuild_pmap_structs done: last_valid_compact_indx <*>,1
Asked to exit for <*>,1
KSUpdateCheckAction starting update check for ticket(s): {( <KSTicket:0x10053b310 productID=com.google.Keystone version=<*> xc=<KSPathExistenceChecker:0x10053ac30 path=<*> url=https://tools.google.com/service/update2 creationDate=<*>-<*>-<*> <*>,1
CI46 - Hit by torpedo! QQ.<*> tc21519 <*>,1
tcp_connection_tls_session_handle_read_error.<*> error <*>,1
Checking iCDP status for DSID <*> (checkWithServer=<*>),1
network changed: DNS*,1
main() ksfetch done fetching.,1
"ARPT: <*> <*>: setup_keepalive: Seq: <*>, Ack: <*>, Win size: <*>.</s>",1
network changed: <*> DNS+ Proxy+ SMB,1
WorldClock <*> -> (<*>),1
"Current connection, <NSXPCConnection: 0x*> connection from pid <*> doesn",1
Session <*> created,1
kern_open_file_for_direct_io took <*> ms,1
CI46 - Hit by torpedo! QQ.<*> tc22491 <*>,1
ARPT: <*>: wl0: setup_keepalive: Remote IP: <*>,1
"PM response took <*> ms (<*>, WeChat)",1
device_generate_lock_screen_screenshot: authw <*> for block <*> terminating,1
sdef warning for argument,1
Invalidating watch set.,1
Started generating hashes,1
NSScrollWheel <*> hasPreciseScrollingDeltas,1
NSScrollWheel <*> for block <*> terminating,1
signalled err=-<*>,1
crabsWaitForLoad: [<*>] Wait time out - -<*> (msRequestTimeout -<*>),1
"PBRequester failed with Error Error Domain=NSURLErrorDomain Code=-<*> ""The request timed out."" UserInfo={NSUnderlyingError=0x7fb7ed616c80 {Error Domain=kCFErrorDomainCFNetwork Code=-<*> ""The request timed out."" UserInfo={NSErrorFailingURLStringKey=https://gs-loc.apple.com/clls/wloc, NSErrorFailingURLKey=https://gs-loc.apple.com/clls/wloc, _kCFStream",1
Failed to stop a scan - central is not powered on: <*>,1
Wake reason: EC.SleepTimer (SleepTimer),1
vm_compressor_fastwake_warmup <*> starting,1
Fetcher received a request: <NSMutableURLRequest: 0x100501610>,1
KSPrefetchAction no updates to prefetch.,1
notification observer: com.apple.FaceTime notification: __CFNotification <*>,1
CCProfileMonitor <*> freeResources done,1
CI46 - Hit by torpedo! QQ.<*> tc22930 <*>,1
ARPT: <*> wl0: MDNS: IPV4 Addr: <*>,1
Daemon connection invalidated!,1
ARPT: <*> AQM agg results <*> len hi/lo: <*> BAbitmap(<*>-<*>) <*> <*> <*> <*> <*> <*>,1
"hibernate_machine_init: state <*>, image pages <*>, sum was <*>, imageSize <*>, image1Size <*>, conflictCount <*>, nextFree <*>.</s>",1
hibernate_rebuild completed - took <*> msecs,1
AppleActuatorDevice::stop Entered,1
AppleActuatorDevice::start Entered,1
CCFile::captureLog Received Capture notice id: <*> reason = RoamFail:sts:1_rsn:<*>,1
manual intervention required!,1
KSOutOfProcessFetcher <*> fetching from URL: <*>,1
IMMacNotificationCenterManager: <*> Updating enabled: <*>,1
"PBRequester failed with Error Error Domain=NSURLErrorDomain Code=-<*> ""The Internet connection appears to be offline."" UserInfo={NSUnderlyingError=0x7fe13530fc60 {Error Domain=kCFErrorDomainCFNetwork Code=-<*> ""The Internet connection appears to be offline."" UserInfo={NSErrorFailingURLStringKey=https://gsp-ssl.ls.apple.com/dispatcher.arpc, NSErrorFailingURLKey=https://gsp-ssl.ls.apple.com/",1
"arp_client_transmit(<*>) failed, Network is down (<*>).",1
Perform CrazyIvan46! QQ.<*> tc23407 <*>,1
"booter start at <*> ms smc <*> ms, [<*>, <*>, <*>] total <*> ms, dsply <*>, <*> ms, tramp <*> ms",1
"hostControllerOnline - Number of Paired devices = <*>, List of Paired devices = <*>",1
Delay HCI Reset by 300ms,1
IOBluetoothHostControllerUSBTransport[start] -- completed -- result = <*> -- 0xb000,1
AppleActuatorDeviceUserClient::start Entered,1
Fetcher is exiting,1
"Google Chrome He[<*>] triggered unnest of range <*>-<*> of DYLD shared region in VM map <*>. While not abnormal for debuggers, this increases system memory footprint until the target exits.",1
Perform CrazyIvan46! <*> tc23677 <*> <*>,1
hibernate_page_list_setall(preflight <*>) start,1
hibernate_page_list_setall time: <*> ms,1
IOPolledFilePollersOpen(<*>) <*> <*> ms,1
hibernate_teardown completed - discarded <*>,1
AppleActuatorDeviceUserClient::stop Entered,1
setConfigState calling registerService,1
AppleMultitouchDevice::start entered,1
XPC error: Connection invalid,1
Notified of item changes to list with identifier <*>,1
KSMultiUpdateAction <*> had no updates to apply.,1
no sleep images for <*> terminating,1
after trim url = <*>,1
ChromeExistion main strSendMsg = {,1
url host = <*>,1
the url = <*> http://baike.baidu.com/item/%E8%<*>%9D%E9%<*>%<*>%E5%<*>%8C/462624?fr=aladdin,1
CI46 - Hit by torpedo! QQ.<*> tc24039 <*>,1
"Roamed or switched channel, reason #<*>, bssid <*> last RSSI <*>",1
tcp_connection_destination_perform_socket_connect <*> connectx to <*> failed: [*] Network is down,1
hibernate_rebuild started,1
CI46 - Hit by torpedo! QQ.<*> tc24283 <*>,1
Sandbox: <*> deny(<*>) file-read-data <*>,1
NSWorkspaceWillSleepNotification,1
full wake request (reason <*>) <*> ms,1
"ARPT: <*> <*> <*> Original Seq: <*>, Ack: <*>, Win size: <*>",1
kern_open_file_for_direct_io <*> for file <*> opening,1
"PM response took <*> ms (<*>, QQ)",1
Failed to connect <*> outlet from <*> to <*> missing setter or instance variable,1
CalDAVAccountRefreshQueueableOperation: <*>,1
Sandbox: SpotlightNetHelp(<*>) deny(<*>) ipc-posix-shm-read-data CFPBS:<*>,1
"no application identifier provided, can",1
tcp_connection_destination_handle_tls_close_notify <*> closing socket due to TLS CLOSE_NOTIFY alert,1
CFNetwork SSLHandshake failed (-<*>),1
"Configuration Notice: <*> sharing output destination ""<*>"" with <*> override any specified in <*>.",1
DiskStore.Normal:<*> 20cb04f <*> <*>,1
"CCDataTap::profileRemoved, Owner: <*>, Name: StateSnapshots",1
DB Path: <*>,1
Could not get event name for stream/token: <*> <*>: Request for stale data,1
Error in CoreDragRemoveTrackingHandler: -<*>,1
Perform CrazyIvan46! NeteaseMusic.<*> tc12042 <*>,1
Perform CrazyIvan46! <*> tc25354 <*> <*>,1
"PBRequester failed with Error Error Domain=NSURLErrorDomain Code=-<*> ""The Internet connection appears to be offline."" UserInfo={NSUnderlyingError=0x7fb7f0035dc0 {Error Domain=kCFErrorDomainCFNetwork Code=-<*> ""The Internet connection appears to be offline."" UserInfo={NSErrorFailingURLStringKey=https://gs-loc.apple.com/clls/wloc, NSErrorFailingURLKey=https://gs-loc.apple.com/clls/w",1
QuickLookSatelli <*> deny <*> mach-lookup com.apple.networkd,1
CoreAnimation warning deleted thread with uncommitted CATransaction set CA_DEBUG_TRANSACTIONS=<*> in environment to log backtraces.,1
Sandbox <*> com.apple.Addres <*> deny <*> network-outbound <*>,1
full wake promotion (reason <*>) <*> <*> ms,1
"NSURLSession/NSURLConnection HTTP load failed (kCFStreamErrorDomainSSL, -<*>)",1
No sandbox token for request <*> it will probably fail,1
schedule invalidation <DYTransport <*> error: lost transport connection (<*>)>,1
LowLevelCheckIfVideoPlayableUsingDecoder signalled err=-<*> (kFigMediaValidatorError_VideoCodecNotSupported) (video codec <*>) at line <*>,1
MediaValidator <*> mv_LookupCodecSupport: Unrecognized codec <*>,1
MediaValidator <*> mv_ValidateRFC4281CodecId: Unrecognized codec <*>. Failed codec specific check.,1
CoreAnimation: timed out fence <*>,1
Failed to connect (view) outlet from (NSApplication) to (NSColorPickerGridView): missing setter or instance variable,1
Close | close video chat. llFriendUIN = <*>,1
<*> ERROR: <*>: timed out after <*>.000s (<*> <*>); mMajorChangePending=<*>,1
Perform CrazyIvan46! <*> tc25805 <*> <*>,1
did discard act <*> inact <*> purgeable <*> spec <*> cleaned <*>,1
AssociationEventHistory,1
BroadcomBluetoothHostControllerUSBTransport[start] -- Completed (matched on Device) -- 0x8800,1
Host controller <*> terminated,1
AppleActuatorHIDEventDriver::start entered,1
CI46 - Hit by torpedo! QQ.<*> tc25995 <*>,1
IOBluetoothHostControllerUSBTransport[start] -- completed -- result = <*> -- 0x2800,1
vm_compressor_fastwake_warmup completed - took <*> msecs,1
"Current connection, <NSXPCConnection: 0x7fda72614240> connection from pid <*> doesn",1
About to run checks for any other apps.,1
"Arranged view frame: {{<*>, <*>}}{{<*>, <*>}}",1
CCProfileMonitor::setStreamEventHandler,1
Telling CSI to go low power.,1
