LineId,Date,Time,Level,Component,Content,EventTemplate,EventId
44,17/06/09,20:10:46,INFO,rdd.HadoopRDD,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:29168+7292,Input split: <*> for block <*> terminating,51
45,17/06/09,20:10:46,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 8,Started reading broadcast variable <*>,39
46,17/06/09,20:10:46,INFO,storage.MemoryStore,"Block broadcast_8_piece0 stored as bytes in memory (estimated size 21.4 KB, free 35.4 KB)","Block broadcast_<*> stored as bytes in memory (estimated size <*>, free <*>).",0
47,17/06/09,20:10:46,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 8 took 19 ms,Reading broadcast variable <*> took <*> ms,28
48,17/06/09,20:10:46,INFO,storage.MemoryStore,"Block broadcast_8 stored as values in memory (estimated size 281.6 KB, free 317.0 KB)","Block <*> stored as values in memory (estimated size <*>, free <*>).",34
49,17/06/09,20:10:47,INFO,Configuration.deprecation,"mapred.tip.id is deprecated. Instead, use mapreduce.task.id",mapreduce.task.id,4
50,17/06/09,20:10:47,INFO,Configuration.deprecation,"mapred.task.id is deprecated. Instead, use mapreduce.task.attempt.id",mapreduce.task.attempt.id,22
51,17/06/09,20:10:47,INFO,Configuration.deprecation,"mapred.task.is.map is deprecated. Instead, use mapreduce.task.ismap","mapred.task.is.map is deprecated. Instead, use mapreduce.task.ismap",30
52,17/06/09,20:10:47,INFO,Configuration.deprecation,"mapred.job.id is deprecated. Instead, use mapreduce.job.id",mapreduce.job.id,6
53,17/06/09,20:10:47,INFO,Configuration.deprecation,"mapred.task.partition is deprecated. Instead, use mapreduce.task.partition","mapred.task.partition is deprecated. Instead, use mapreduce.task.partition",23
54,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 0,Started reading broadcast variable <*>,39
55,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_0_piece0 stored as bytes in memory (estimated size 93.0 B, free 317.1 KB)","Block broadcast_<*> stored as bytes in memory (estimated size <*>.0 B, free <*>.1 KB)",15
56,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 0 took 21 ms,Reading broadcast variable <*> took <*> ms,28
57,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_0 stored as values in memory (estimated size 384.0 B, free 317.5 KB)","Block <*> stored as values in memory (estimated size <*> B, free <*> KB)",11
58,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 4,Started reading broadcast variable <*>,39
59,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_4_piece0 stored as bytes in memory (estimated size 95.0 B, free 317.6 KB)","Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)",17
60,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 4 took 18 ms,Reading broadcast variable <*> took <*> ms,28
61,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_4 stored as values in memory (estimated size 384.0 B, free 318.0 KB)","Block broadcast_4 stored as values in memory (estimated size <*> B, free <*> KB)",35
62,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 3,Started reading broadcast variable <*>,39
63,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_3_piece0 stored as bytes in memory (estimated size 152.0 B, free 318.1 KB)","Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)",17
64,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 3 took 17 ms,Reading broadcast variable <*> took <*> ms,28
65,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_3 stored as values in memory (estimated size 384.0 B, free 318.5 KB)","Block <*> stored as values in memory (estimated size <*> B, free <*> KB)",11
66,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 1,Started reading broadcast variable <*>,39
67,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_1_piece0 stored as bytes in memory (estimated size 107.0 B, free 318.6 KB)","Block broadcast_<*> stored as bytes in memory (estimated size <*>.0 B, free <*>.6 KB)",13
68,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 1 took 16 ms,Reading broadcast variable <*> took <*> ms,28
69,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_1 stored as values in memory (estimated size 384.0 B, free 319.0 KB)","Block broadcast_1 stored as values in memory (estimated size <*> B, free <*> KB)",43
70,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 2,Started reading broadcast variable <*>,39
71,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_2_piece0 stored as bytes in memory (estimated size 93.0 B, free 319.0 KB)","Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)",17
72,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 2 took 16 ms,Reading broadcast variable <*> took <*> ms,28
73,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_2 stored as values in memory (estimated size 384.0 B, free 319.4 KB)","Block broadcast_2 stored as values in memory (estimated size <*> B, free <*> KB)",18
74,17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 1072, boot = 856, init = 210, finish = 6","Times: total = <*>, boot = <*>, init = <*>, finish = <*>",32
75,17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 1114, boot = 885, init = 223, finish = 6","Times: total = <*>, boot = <*>, init = <*>, finish = <*>",32
76,17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 1074, boot = 869, init = 199, finish = 6","Times: total = <*>, boot = <*>, init = <*>, finish = <*>",32
77,17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 1078, boot = 851, init = 219, finish = 8","Times: total = <*>, boot = <*>, init = <*>, finish = <*>",32
78,17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 1077, boot = 865, init = 206, finish = 6","Times: total = <*>, boot = <*>, init = <*>, finish = <*>",32
79,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block rdd_2_2 stored as bytes in memory (estimated size 850.0 B, free 320.3 KB)","Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)",17
80,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block rdd_2_3 stored as bytes in memory (estimated size 930.0 B, free 321.2 KB)","Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)",17
81,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block rdd_2_1 stored as bytes in memory (estimated size 935.0 B, free 322.1 KB)","Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)",17
82,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block rdd_2_0 stored as bytes in memory (estimated size 913.0 B, free 323.0 KB)","Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)",17
83,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block rdd_2_4 stored as bytes in memory (estimated size 890.0 B, free 323.8 KB)","Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)",17
84,17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 38, boot = 11, init = 27, finish = 0",Times: total = <*> boot = <*> init = <*> finish = <*>,8
85,17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 42, boot = 12, init = 30, finish = 0","Times: total = <*>, boot = <*>, init = <*>, finish = <*>",32
86,17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 41, boot = 15, init = 26, finish = 0",Times: total = <*> boot = <*> init = <*> finish = <*>,8
87,17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 40, boot = 7, init = 33, finish = 0","Times: total = <*>, boot = <*>, init = <*>, finish = <*>",32
88,17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 42, boot = 13, init = 28, finish = 1","Times: total = <*>, boot = <*>, init = <*>, finish = <*>",32
89,17/06/09,20:10:48,INFO,executor.Executor,Finished task 3.0 in stage 0.0 (TID 3). 2703 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>) <*> bytes result sent to driver,48
90,17/06/09,20:10:48,INFO,executor.Executor,Finished task 1.0 in stage 0.0 (TID 1). 2703 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>) <*> bytes result sent to driver,48
91,17/06/09,20:10:48,INFO,executor.Executor,Finished task 2.0 in stage 0.0 (TID 2). 2703 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>) <*> bytes result sent to driver,48
92,17/06/09,20:10:48,INFO,executor.Executor,Finished task 4.0 in stage 0.0 (TID 4). 2703 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>) <*> bytes result sent to driver,48
93,17/06/09,20:10:48,INFO,executor.Executor,Finished task 0.0 in stage 0.0 (TID 0). 2703 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>) <*> bytes result sent to driver,48
94,17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 42,Got assigned task <*>,26
95,17/06/09,20:10:52,INFO,executor.Executor,Running task 0.0 in stage 1.0 (TID 42),Running task <*> in stage <*> (TID <*>).,53
96,17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 56,Got assigned task <*>,26
97,17/06/09,20:10:52,INFO,executor.Executor,Running task 1.0 in stage 1.0 (TID 56),Running task <*> in stage <*> (TID <*>).,53
98,17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 69,Got assigned task <*>,26
99,17/06/09,20:10:52,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 10,Started reading broadcast variable <*>,39
100,17/06/09,20:10:52,INFO,executor.Executor,Running task 2.0 in stage 1.0 (TID 69),Running task <*> in stage <*> (TID <*>).,53
101,17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 78,Got assigned task <*>,26
102,17/06/09,20:10:52,INFO,executor.Executor,Running task 3.0 in stage 1.0 (TID 78),Running task <*> in stage <*> (TID <*>).,53
103,17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 79,Got assigned task <*>,26
104,17/06/09,20:10:52,INFO,executor.Executor,Running task 4.0 in stage 1.0 (TID 79),Running task <*> in stage <*> (TID <*>).,53
105,17/06/09,20:10:52,INFO,storage.MemoryStore,"Block broadcast_10_piece0 stored as bytes in memory (estimated size 5.8 KB, free 329.6 KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*> KB)",36
106,17/06/09,20:10:52,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 10 took 17 ms,Reading broadcast variable <*> took <*> ms,28
107,17/06/09,20:10:52,INFO,storage.MemoryStore,"Block broadcast_10 stored as values in memory (estimated size 9.6 KB, free 339.2 KB)","Block <*> stored as values in memory (estimated size <*>, free <*>).",34
108,17/06/09,20:10:52,INFO,storage.BlockManager,Found block rdd_2_0 locally,Found block <*> locally,50
109,17/06/09,20:10:52,INFO,storage.BlockManager,Found block rdd_2_3 locally,Found block <*> locally,50
110,17/06/09,20:10:52,INFO,storage.BlockManager,Found block rdd_2_4 locally,Found block <*> locally,50
111,17/06/09,20:10:52,INFO,storage.BlockManager,Found block rdd_2_2 locally,Found block <*> locally,50
112,17/06/09,20:10:52,INFO,storage.BlockManager,Found block rdd_2_1 locally,Found block <*> locally,50
113,17/06/09,20:10:52,INFO,python.PythonRunner,"Times: total = 42, boot = -4131, init = 4172, finish = 1","Times: total = <*>, boot = <*>, init = <*>, finish = <*>",32
114,17/06/09,20:10:52,INFO,python.PythonRunner,"Times: total = 41, boot = -4122, init = 4162, finish = 1","Times: total = <*>, boot = <*>, init = <*>, finish = <*>",32
115,17/06/09,20:10:52,INFO,python.PythonRunner,"Times: total = 42, boot = -4121, init = 4162, finish = 1","Times: total = <*>, boot = <*>, init = <*>, finish = <*>",32
116,17/06/09,20:10:52,INFO,python.PythonRunner,"Times: total = 42, boot = -4138, init = 4179, finish = 1","Times: total = <*>, boot = <*>, init = <*>, finish = <*>",32
117,17/06/09,20:10:52,INFO,python.PythonRunner,"Times: total = 42, boot = -4134, init = 4175, finish = 1","Times: total = <*>, boot = <*>, init = <*>, finish = <*>",32
118,17/06/09,20:10:52,INFO,executor.Executor,Finished task 4.0 in stage 1.0 (TID 79). 2685 bytes result sent to driver,Finished task <*> in stage <*>. <*> bytes result sent to driver,27
119,17/06/09,20:10:52,INFO,executor.Executor,Finished task 1.0 in stage 1.0 (TID 56). 2428 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>) <*> bytes result sent to driver,48
120,17/06/09,20:10:52,INFO,executor.Executor,Finished task 0.0 in stage 1.0 (TID 42). 2474 bytes result sent to driver,Finished task <*> in stage <*>. <*> bytes result sent to driver,27
121,17/06/09,20:10:52,INFO,executor.Executor,Finished task 3.0 in stage 1.0 (TID 78). 2651 bytes result sent to driver,Finished task <*> in stage <*>. <*> bytes result sent to driver,27
122,17/06/09,20:10:52,INFO,executor.Executor,Finished task 2.0 in stage 1.0 (TID 69). 2523 bytes result sent to driver,Finished task <*> in stage <*>. <*> bytes result sent to driver,27
123,17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 87,Got assigned task <*>,26
124,17/06/09,20:10:52,INFO,executor.Executor,Running task 0.0 in stage 2.0 (TID 87),Running task <*> in stage <*> (TID <*>).,53
125,17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 101,Got assigned task <*>,26
126,17/06/09,20:10:52,INFO,executor.Executor,Running task 1.0 in stage 2.0 (TID 101),Running task <*> in stage <*> (TID <*>).,53
127,17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 112,Got assigned task <*>,26
128,17/06/09,20:10:52,INFO,executor.Executor,Running task 2.0 in stage 2.0 (TID 112),Running task <*> in stage <*> (TID <*>).,53
129,17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 118,Got assigned task <*>,26
130,17/06/09,20:10:52,INFO,executor.Executor,Running task 3.0 in stage 2.0 (TID 118),Running task <*> in stage <*> (TID <*>).,53
131,17/06/09,20:10:52,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 11,Started reading broadcast variable <*>,39
132,17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 119,Got assigned task <*>,26
133,17/06/09,20:10:52,INFO,executor.Executor,Running task 4.0 in stage 2.0 (TID 119),Running task <*> in stage <*> (TID <*>).,53
134,17/06/09,20:10:52,INFO,storage.MemoryStore,"Block broadcast_11_piece0 stored as bytes in memory (estimated size 5.4 KB, free 344.7 KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*> KB)",36
135,17/06/09,20:10:52,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 11 took 15 ms,Reading broadcast variable <*> took <*> ms,28
136,17/06/09,20:10:52,INFO,storage.MemoryStore,"Block broadcast_11 stored as values in memory (estimated size 9.2 KB, free 353.9 KB)","Block <*> stored as values in memory (estimated size <*>, free <*>).",34
137,17/06/09,20:10:52,INFO,storage.BlockManager,Found block rdd_2_4 locally,Found block <*> locally,50
138,17/06/09,20:10:52,INFO,storage.BlockManager,Found block rdd_2_3 locally,Found block <*> locally,50
139,17/06/09,20:10:52,INFO,storage.BlockManager,Found block rdd_2_2 locally,Found block <*> locally,50
140,17/06/09,20:10:52,INFO,storage.BlockManager,Found block rdd_2_0 locally,Found block <*> locally,50
141,17/06/09,20:10:52,INFO,storage.BlockManager,Found block rdd_2_1 locally,Found block <*> locally,50
142,17/06/09,20:10:52,INFO,python.PythonRunner,"Times: total = 39, boot = -147, init = 186, finish = 0","Times: total = <*>, boot = <*>, init = <*>, finish = <*>",32
143,17/06/09,20:10:52,INFO,python.PythonRunner,"Times: total = 39, boot = -147, init = 186, finish = 0","Times: total = <*>, boot = <*>, init = <*>, finish = <*>",32
144,17/06/09,20:10:52,INFO,python.PythonRunner,"Times: total = 41, boot = -139, init = 179, finish = 1","Times: total = <*>, boot = <*>, init = <*>, finish = <*>",32
145,17/06/09,20:10:52,INFO,python.PythonRunner,"Times: total = 38, boot = -156, init = 194, finish = 0","Times: total = <*>, boot = <*>, init = <*>, finish = <*>",32
146,17/06/09,20:10:52,INFO,python.PythonRunner,"Times: total = 39, boot = -159, init = 198, finish = 0","Times: total = <*>, boot = <*>, init = <*>, finish = <*>",32
147,17/06/09,20:10:52,INFO,executor.Executor,Finished task 4.0 in stage 2.0 (TID 119). 2087 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>),46
148,17/06/09,20:10:52,INFO,executor.Executor,Finished task 2.0 in stage 2.0 (TID 112). 2087 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>),46
149,17/06/09,20:10:52,INFO,executor.Executor,Finished task 3.0 in stage 2.0 (TID 118). 2087 bytes result sent to driver,Finished task <*> in stage <*>. <*> bytes result sent to driver,27
150,17/06/09,20:10:52,INFO,executor.Executor,Finished task 1.0 in stage 2.0 (TID 101). 2087 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>),46
151,17/06/09,20:10:52,INFO,executor.Executor,Finished task 0.0 in stage 2.0 (TID 87). 2087 bytes result sent to driver,Finished task <*> in stage <*>. <*> bytes result sent to driver,27
152,17/06/09,20:10:53,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 122,Got assigned task <*>,26
153,17/06/09,20:10:53,INFO,executor.Executor,Running task 0.0 in stage 3.0 (TID 122),Running task <*> in stage <*> (TID <*>).,53
154,17/06/09,20:10:53,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 136,Got assigned task <*>,26
155,17/06/09,20:10:53,INFO,executor.Executor,Running task 1.0 in stage 3.0 (TID 136),Running task <*> in stage <*> (TID <*>).,53
156,17/06/09,20:10:53,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 150,Got assigned task <*>,26
157,17/06/09,20:10:53,INFO,executor.Executor,Running task 2.0 in stage 3.0 (TID 150),Running task <*> in stage <*> (TID <*>).,53
158,17/06/09,20:10:53,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 158,Got assigned task <*>,26
159,17/06/09,20:10:53,INFO,executor.Executor,Running task 3.0 in stage 3.0 (TID 158),Running task <*> in stage <*> (TID <*>).,53
160,17/06/09,20:10:53,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 12,Started reading broadcast variable <*>,39
161,17/06/09,20:10:53,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 159,Got assigned task <*>,26
162,17/06/09,20:10:53,INFO,executor.Executor,Running task 4.0 in stage 3.0 (TID 159),Running task <*> in stage <*> (TID <*>).,53
163,17/06/09,20:10:53,INFO,storage.MemoryStore,"Block broadcast_12_piece0 stored as bytes in memory (estimated size 5.6 KB, free 359.4 KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*> KB)",36
164,17/06/09,20:10:53,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 12 took 30 ms,Reading broadcast variable <*> took <*> ms,28
165,17/06/09,20:10:53,INFO,storage.MemoryStore,"Block broadcast_12 stored as values in memory (estimated size 9.8 KB, free 369.3 KB)","Block <*> stored as values in memory (estimated size <*>, free <*>).",34
166,17/06/09,20:10:53,INFO,spark.CacheManager,"Partition rdd_6_4 not found, computing it","Partition <*> not found, computing it",12
167,17/06/09,20:10:53,INFO,spark.CacheManager,"Partition rdd_6_3 not found, computing it","Partition <*> not found, computing it",12
168,17/06/09,20:10:53,INFO,spark.CacheManager,"Partition rdd_6_0 not found, computing it","Partition <*> not found, computing it",12
169,17/06/09,20:10:53,INFO,spark.CacheManager,"Partition rdd_6_1 not found, computing it","Partition <*> not found, computing it",12
170,17/06/09,20:10:53,INFO,spark.CacheManager,"Partition rdd_6_2 not found, computing it","Partition <*> not found, computing it",12
171,17/06/09,20:10:53,INFO,storage.BlockManager,Found block rdd_2_4 locally,Found block <*> locally,50
172,17/06/09,20:10:53,INFO,storage.BlockManager,Found block rdd_2_3 locally,Found block <*> locally,50
173,17/06/09,20:10:53,INFO,storage.BlockManager,Found block rdd_2_1 locally,Found block <*> locally,50
174,17/06/09,20:10:53,INFO,storage.BlockManager,Found block rdd_2_0 locally,Found block <*> locally,50
175,17/06/09,20:10:53,INFO,storage.BlockManager,Found block rdd_2_2 locally,Found block <*> locally,50
176,17/06/09,20:10:53,INFO,python.PythonRunner,"Times: total = 38, boot = -170, init = 208, finish = 0",Times: total = <*> boot = <*> init = <*> finish = <*>,8
177,17/06/09,20:10:53,INFO,python.PythonRunner,"Times: total = 41, boot = -171, init = 212, finish = 0","Times: total = <*>, boot = <*>, init = <*>, finish = <*>",32
178,17/06/09,20:10:53,INFO,python.PythonRunner,"Times: total = 41, boot = -160, init = 200, finish = 1","Times: total = <*>, boot = <*>, init = <*>, finish = <*>",32
179,17/06/09,20:10:53,INFO,python.PythonRunner,"Times: total = 38, boot = -172, init = 210, finish = 0","Times: total = <*>, boot = <*>, init = <*>, finish = <*>",32
180,17/06/09,20:10:53,INFO,python.PythonRunner,"Times: total = 40, boot = -173, init = 213, finish = 0","Times: total = <*>, boot = <*>, init = <*>, finish = <*>",32
181,17/06/09,20:10:53,INFO,storage.MemoryStore,"Block rdd_6_4 stored as bytes in memory (estimated size 287.0 B, free 369.5 KB)","Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)",17
182,17/06/09,20:10:53,INFO,storage.MemoryStore,"Block rdd_6_3 stored as bytes in memory (estimated size 344.0 B, free 369.9 KB)","Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)",17
