EventTemplate,Occurrences
"INT_SRC_OVR <*>, <*>, <*>, <*>",1
IRQ9 used by <*> override.,1
Interpreter enabled,1
"LAPIC (<*>, <*>, enabled)",1
"LAPIC (acpi_id <*>, lapic_id <*>, enabled)",1
"Local APIC address <*>,",1
"MADT (<*> DEL PE BKC <*>, MSFT <*>) @ <*>",1
"MCFG (<*> DELL PE BKC <*>, MSFT <*>) @ <*>",1
"PCI Interrupt Link [LNKA] (IRQs <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>) <*>",1
"PCI Interrupt Link <*>, (IRQs <*>)",1
PCI Interrupt Link [LNKC] (IRQs <*>) <*>,1
PCI <*> Bridge <*> (<*>),1
"PCI interrupt <*>, at <*>, -> GSI <*>, level <*>, low <*>, -> IRQ <*>",1
"PCI interrupt <*>, level <*>, low <*>, -> IRQ <*>",1
Power Button (FF) [PWRF],1
"RSDP (<*> DELL ) @ <*>,",1
"RSDT (<*> DEL PE BKC <*>, MSFT <*>) @ <*>",1
"SPCR (<*> DELL PE BKC <*>, MSFT <*>) @ <*>",1
"Subsystem revision <*>, at <*>,",1
Using IOAPIC for interrupt routing,1
Intel(R) Xeon(TM) CPU <*> <*>.60GHz stepping <*>,1
colour <*>,1
"sys_ia32.c,v <*>, <*>, <*> $",1
"apic_id <*>, version <*>, address <*>, GSI <*>",1
"routing cache hash table of <*> buckets, <*>",1
PCI Hot Plug PCI Core version: <*>,1
"<*>=LABEL=/ initrd=<*> console=tty0 console=ttyS0,<*> fastboot BOOT_IMAGE=<*>",1
Registered protocol family <*>,1
Using software bounce buffering for IO (SWIOTLB),1
Probing PCI hardware (bus <*>),1
"Transparent bridge - <*>,",1
Using ACPI for IRQ routing,1
"Using MMCONFIG at <*>, at <*>,",1
Using configuration type <*>,1
"Compressed image found at <*>, at <*>, mask <*>",1
Disabled at runtime.,1
Initializing.,1
Registering netfilter hooks <*>,1
Starting in permissive mode,1
Unregistering netfilter hooks,1
"Hash tables configured (established <*>, bind <*>)",1
Direct-Access ANSI SCSI revision: <*>,1
Processor ANSI SCSI revision: <*>,1
"Disk quotas <*>, at <*>, mask <*>",1
Mounted <*> (<*> filesystem).,1
MegaRAID Model: <*> RAID1 <*> Rev: <*>,1
PE/PV Model: <*> SCSI BP Rev: <*>,1
initialized,1
initializing netlink socket (<*>),1
passed,1
<*>-ioctl (<*>) initialised: <*>@<*>#,1
"allocating divert_blk for <*>,",1
"allocating divert_blk for <*>, at <*>, mask <*>",1
"<*>, <*>",1
"eth0: e1000_probe: <*>,",1
eth0: e1000_watchdog: NIC Link is Up <*> Full Duplex,1
eth1: e1000_probe: <*>(R) PRO/1000 Network Connection</END]</s>,1
no floppy controllers found,1
RNG not detected,1
Assuming <*> system bus speed for PIO modes; override with idebus=xx,1
"Unknown cmd <*>, cmd(<*>), arg(<*>) on <*>",1
Installing public key data <*>,1
"md driver <*>, MAX_MD_DEVS=<*>, MD_SB_DISKS=<*>",1
<*>-<*> (Release Date: <*>),1
"#<*>, (Release Date: <*>)",1
"fw version:<*>, bios version:<*>",1
probe new device <*>: bus <*>:slot <*>:func <*>,1
PS/2 mouse device common for all <*>,1
v2.<*> (<*>),1
rpc.statd startup succeeded,1
portmap succeeded,1
Starting <*>: succeeded,1
"Version <*>, Starting",1
"LSI Logic <*>,",1
scanning <*> [Phy <*>] for non-raid devices,1
scanning <*> for <*>,1
"asking for cache data failed <*>, at <*>, mask <*>",1
assuming drive cache: <*>,1
"<*>,",1
Registering secondary module capability <*>,1
"i8042 AUX port at <*>, irq <*>",1
"i8042 KBD port at <*>, irq <*>",1
syslog-ng startup succeeded,1
"syslog-ng version <*>, starting",1
Detected <*> MHz processor.,1
Using <*> MHz HPET timer.,1
Using HPET based timekeeping.,1
Creating <*> entries:,1
"registered new driver <*>,",1
registered new driver hub <*>,1
"probe of <*>, failed with error <*>",1
Mounting NFS filesystems: <*>,1
Mounting other filesystems: <*>,1
"Warning: failed to resolve data source name <*>, bn14 bn15 bn16 bn17 bn18 bn19 bn20 bn21 bn22 bn23 bn24 bn25 bn26 bn27 bn28 bn29 bn30 bn31 bn32 bn33 bn34 bn35 bn36 bn37 bn38 bn39 bn40 bn41 bn42 bn43 bn44 bn45 bn46 bn47 bn48 bn49 bn50 bn51 bn52 bn53 bn54 bn55 bn56 bn57 bn58 bn59 bn60 bn61 bn62 bn63 bn64 bn65 bn66 bn67 bn68 bn69 bn70 bn71 bn72 bn73 bn74 bn75 bn76 bn77 bn78 bn79 bn80 bn81 bn82 bn83 bn84 bn85 bn86 bn87 bn88 bn89 bn90 bn91 bn92 bn93 bn94 bn95 bn96 bn97 bn98 bn99 bn100 bn101 bn102 bn103 bn104 bn105 bn106 bn107 bn108 bn109 bn110 bn111 bn112 bn113 bn114 bn115 bn116 bn117 bn118 bn119 bn120 bn121 bn122 bn123 bn124 bn125 bn126 bn",1
"Warning: failed to resolve data source name <*>, bn142 bn143 bn144 bn145 bn146 bn147 bn148 bn149 bn150 bn151 bn152 bn153 bn154 bn155 bn156 bn157 bn158 bn159 bn160 bn161 bn162 bn163 bn164 bn165 bn166 bn167 bn168 bn169 bn170 bn171 bn172 bn173 bn174 bn175 bn176 bn177 bn178 bn179 bn180 bn181 bn182 bn183 bn184 bn185 bn186 bn187 bn188 bn189 bn190 bn191 bn192 bn193 bn194 bn195 bn196 bn197 bn198 bn199 bn200 bn201 bn202 bn203 bn204 bn205 bn206 bn207 bn208 bn209 bn210 bn211 bn212 bn213 bn214 bn215 bn216 bn217 bn218 bn219 bn220 bn221 bn222 bn223 bn224 bn225 bn226 bn227 bn228 bn229 bn230 bn231 bn232 bn233 bn234 bn235 bn236 bn237 b",1
"Warning: failed to resolve data source name <*>, <*> bn<num+1> bn<num+2> bn<num+3> bn<num+4> bn<num+5> bn<num+6> bn<num+7> bn<num+8> bn<num+9> bn<num+10> bn<num+11> bn<num+12> bn<num+13> bn<num+14> bn<num+15> bn<num+16> bn<num+17> bn<num+18> bn<num+19> bn<num+20> bn<num+21> bn<num+22> bn<num+23> bn<num+24> bn<num+25> bn<num+26> bn<num+27> bn<num+28> bn<num+29> bn<num+30> bn<num+31> bn<num+32> bn<num+33> bn<num+34> bn<num+35> bn<num+36> bn<num+37> bn<num+38> bn<num+39> bn<num+40> bn<num+41> bn<num+42> bn<num+43> bn<num+44> bn<num+45> bn<num+46> bn<num+47> bn<num+48> bn<num+49> bn<num+50> bn<num+51> bn<num+52> bn<num+53> bn<num+54> bn<num+55> bn<num+56> bn<num+57> bn<num+58> bn<num+59> bn<num+60> bn<num+",1
"Warning: failed to resolve data source name <*>, bn526 bn527 bn528 bn529 bn530 bn531 bn532 bn533 bn534 bn535 bn536 bn537 bn538 bn539 bn540 bn541 bn542 bn543 bn544 bn545 bn546 bn547 bn548 bn549 bn550 bn551 bn552 bn553 bn554 bn555 bn556 bn557 bn558 bn559 bn560 bn561 bn562 bn563 bn564 bn565 bn566 bn567 bn568 bn569 bn570 bn571 bn572 bn573 bn574 bn575 bn576 bn577 bn578 bn579 bn580 bn581 bn582 bn583 bn584 bn585 bn586 bn587 bn588 bn589 bn590 bn591 bn592 bn593 bn594 bn595 bn596 bn597 bn598 bn599 bn600 bn601 bn602 bn603 bn604 bn605 bn606 bn607 bn608 bn609 bn610 bn611 bn612 bn613 bn614 bn615 bn616 bn617 bn618 bn619 bn620 bn621 b",1
"Warning: we failed to resolve data source name <*>,",1
"Warning: failed to resolve data source name <*>, bn782 bn783 bn784 bn785 bn786 bn787 bn788 bn789 bn790 bn791 bn792 bn793 bn794 bn795 bn796 bn797 bn798 bn799 bn800 bn801 bn802 bn803 bn804 bn805 bn806 bn807 bn808 bn809 bn810 bn811 bn812 bn813 bn814 bn815 bn816 bn817 bn818 bn819 bn820 bn821 bn822 bn823 bn824 bn825 bn826 bn827 bn828 bn829 bn830 bn831 bn832 bn833 bn834 bn835 bn836 bn837 bn838 bn839 bn840 bn841 bn842 bn843 bn844 bn845 bn846 bn847 bn848 bn849 bn850 bn851 bn852 bn853 bn854 bn855 bn856 bn857 bn858 bn859 bn860 bn861 bn862 bn863 bn864 bn865 bn866 bn867 bn868 bn869 bn870 bn871 bn872 bn873 bn874 bn875 bn876 bn877 b",1
"Warning: we failed to resolve trusted host name <*>,",1
gmetad startup succeeded,1
Server listening on :: port <*>.,1
error: Bind to port <*> on <*> failed: Address already in use.,1
"Cannot open file <*>, for writing (No such file or directory)",1
"Changing permissions on special file <*>,",1
xinetd startup succeeded,1
"Reading included configuration file: <*>, on line <*>",1
"Reading included configuration file: <*>, line <*>",1
"Reading included configuration file: <*>, [line]",1
Started working: <*> available service,1
removing <*>eklogin</var>,1
"removing <*>,",1
"removing kshell <*>, at <*>, mask <*>",1
removing ntalk <*>,1
removing printer <*>,1
"removing rsync <*>, at <*>, mask <*>",1
"xinetd Version <*>, started with libwrap loadavg options compiled in",1
"jA9JBVPb007417: from=<*>, size=<*>, class=<*>, nrcpts=<*>, msgid=<*>, relay=<*>",1
"jA9JBVPb007417: to=<*>, ctladdr=<*> (0/0), delay=<*>, xdelay=<*>, mailer=relay, pri=<*>, relay=<*>, dsn=<*>, stat=Deferred: Connection refused by <*>",1
"jA9JBWxH019649: from=<*>, size=<*>, class=<*>, nrcpts=<*>, msgid=<*>, relay=<*>",1
"jA9JBWxH019649: to=<*>, ctladdr=<*> (0/0), delay=<*>, xdelay=<*>, mailer=relay, pri=<*>, relay=<*>, dsn=<*>, stat=Deferred: Connection refused by <*>",1
"<*>, from=<*>, size=<*>, class=<*>, nrcpts=<*>, msgid=<*>, relay=<*>",1
"<*>, to=<*>, ctladdr=<*> (<*>/<*>), delay=<*>, xdelay=<*>, mailer=relay, pri=<*>, relay=<*>, dsn=<*>, stat=<*>",1
"jA9JBXgf022479: from=<*>, size=<*>, class=<*>, nrcpts=<*>, msgid=<*>, relay=<*>",1
"jA9JBXgf022479: to=<*>, ctladdr=<*> (0/0), delay=<*>, xdelay=<*>, mailer=relay, pri=<*>, relay=<*>, dsn=<*>, stat=Deferred: Connection refused by <*>",1
"jA9JBXVI027337: from=<*>, size=<*>, class=<*>, nrcpts=<*>, msgid=<*>, relay=<*>",1
"jA9JBXVI027337: to=<*>, ctladdr=<*> (0/0), delay=<*>, xdelay=<*>, mailer=relay, pri=<*>, relay=[<*>], dsn=<*>, stat=Deferred: Connection refused by <*>",1
"Device: <*>, Temperature changed <*> to <*> since last report",1
